N;CODIGO UNIFICADO;REGION;NOMBRE DEL PROYECTO;UNIDAD EJECUTORA;COSTO DEL PROYECTO;BENEFICIARIOS;NÚMERO DE PUESTOS DE TRABAJO GENERADOS;;;
514;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO PUEBLO NUEVO Y ANEXO TIZAL UP N° 04A-04B;PNSU;1,485,313;110;78;;;
515;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO TABLURAN UP N° 82;PNSU;1,564,617;94;79;;;
516;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL FLOR DE CONGONA DEL CASERIO SUCCHURAN UP N° 49C;PNSU;2,120,508;81;100;;;
517;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO  DE CALLANCAS  - UP102;PNSU;1'833,416.20;218;81;;;
518;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO CASERIO CHILCAPAMPA - UP33;PNSU;1,054,068;185;67;;;
519;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE CHONTA DEL PLATANAL - UP65;PNSU;1,054,068;165;88;;;
520;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE SAVILA - UP64;PNSU;1,516,558;185;90;;;
521;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO PLATANAL UP N° 97;PNSU;1,579,966;110;83;;;
522;2091417;PIURA;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LOS ASENTAMIENTOS HUMANOS TACALA, PECUARIO NUEVO HORIZONTE, VALLE LA ESPERANZA Y TERESA DE CALCUTA DEL DISTRITO DE CASTILLA - PIURA;EPS GRAU S.A.;12,174,818;18,852;122;;;
523;2327241;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE MOLULO , DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;4,146,350.08;358;70;;;
524;2301985;PIURA;INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERÍO DE ALTO HUANCABAMBA, DISTRITO DE YAMANGO - MORROPÓN - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;1,781,401.56;205;35;;;
525;2301157;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE  Y SANEAMIENTO EN EL CASERIO DE COMENDEROS BAJO, DEL DISTRITO Y PROVINCIA DE HUANCABAMBA - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,270,031.52;353;44;;;
526;2269862;PIURA;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS CENTROS POBLADOS DE MACACARA, SANTA ROSA, 31 DE OCTUBRE, MIRAFLORES, FATIMA, NOMARA, DISTRITO DE LA HUACA - PAITA - PIURA;MUNICIPALIDAD DISTRITAL DE LA HUACA;16,674,596.61;3,171;188;;;
527;2280588;PIURA;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LOS CASERIOS: LOS PASAJES, NUEVA ESPERANZA, EL BORDO, MAMBLUQUE, ALTO MAMBLUQUE, SAN FRANCISCO, COCA, FAICAL, PISCAN ALTO, PISCAN BAJO, PAREDES MACEDA, RICARDO PALMA Y SAN CRISTOBAL PISCAN AL;MUNICIPALIDAD DISTRITAL DE YAMANGO;18,047,276.29;2,197;200;;;
528;2195426;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE MONTE GRANDE ALTO, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,501,515.89;350;50;;;
529;2235529;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE PIRGA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,499,076.88;321;41;;;
530;2256363;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE CRUZ DE PIEDRA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,198,568.14;384;43;;;
531;2310294;PIURA;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LOS CASERIOS CULCAS Y ANEXOS, EL MOLINO,ROBLE, ARRAYAN ALTO, CHUCAPIZ,HUASIPE, LIMON, TUCAQUE Y ANEXOS, LOMA ANDINA ,PARIHUANAS Y ANEXOS ,LAS ARADAS ,RAMADA GRANDE ,CHUPICARUME ,LIZA , LAURELES DE CHAYE, SAN ANTONIO, LINDEROS DE CHAYE , CHECO , DISTRITO DE FRIAS - AYABACA - PIURA;MUNICIPALIDAD DISTRITAL DE FRIAS;19,508,982;4,122;390;;;
532;2387577;PIURA;CREACION DEL SERVICIO DE RECREACION ACTIVA EN EL SECTOR 6, DEL AH. NUEVA ESPERANZA CENTRO POBLADO DE SAN MART?ìN - DISTRITO DE VEINTISEIS DE OCTUBRE - PROVINCIA DE PIURA - REGIÓN PIURA;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;602,596;926;19;;;
533;2379728;PIURA;REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DE LA CALLE GRAU DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;MUNICIPALIDAD PROVINCIAL DE SULLANA;1,598,860;1,570;47;;;
534;2367778;PIURA;REHABILITACION DE LA AVENIDA EGUIGUREN ENTRE PUENTE INTENDENCIA Y AV. SULLANA EN DISTRITO DE PIURA, PROVINCIA DE PIURA;MUNICIPALIDAD PROVINCIAL DE PIURA;329,498;1,725;11;;;
535;2390107;PIURA;REHABILITACION DEL TRAMO 1-310 - AVENIDA PRLG. CHULUCANA DESDE INTEGRACION HASTA ALGARROBOS,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;1,128,316;1,906;34;;;
536;2406241;PIURA;"REPARACIÓN DE PISTA; EN EL(LA) CALLE LOS RUBIES, LAS AMATISTAS, CALLE SIN NUMERO (000974) DE LA URBANIZACIÓN MIRAFLORES EN LA LOCALIDAD CASTILLA, DISTRITO DE CASTILLA, PROVINCIA PIURA, DEPARTAMENTO PIURA";MUNICIPALIDAD DISTRITAL DE CASTILLA;832,021;1,670;25;;;
537;2474794;PIURA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) DEL JR. ALFONSO UGARTE PARTE ALTA DE LA CIUDAD DE PAITA, TRAMO EPS. GRAU – CEMENTERIO SAN FRANCISCO EN LA LOCALIDAD PAITA, DISTRITO DE PAITA, PROVINCIA PAITA, DEPARTAMENTO PIURA";MUNICIPALIDAD PROVINCIAL DE PAITA;887,781;934;26;;;
538;2403204;PIURA;"REPARACIÓN DE PISTA; EN EL(LA) Y VEREDAS EN LA URBANIZACIÓN QUINTA ANA MARIA EN LA LOCALIDAD PIURA, DISTRITO DE PIURA, PROVINCIA PIURA, DEPARTAMENTO PIURA";MUNICIPALIDAD PROVINCIAL DE PIURA;2,032,332;1,725;60;;;
539;2379729;PIURA;REHABILITACIÓN DE CALLE SANTA CRUZ ENTRE AV. PICHINCHA Y CALLE SAN JUAN DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;MUNICIPALIDAD PROVINCIAL DE SULLANA;863,249;1,570;26;;;
540;2399949;PIURA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 18 DE OCTUBRE AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;MUNICIPALIDAD DISTRITAL DE LA MATANZA;819,193;78;25;;;
541;2379733;PIURA;REHABILITACIÓN DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN LA CALLE SANTA ELENA DEL A.H. LUIS SANCHEZ CERRO DEL DISTRIITO Y PROVINCIA SULLANA - PIURA;MUNICIPALIDAD PROVINCIAL DE SULLANA;825,810;1,570;25;;;
542;2402750;PIURA;"REPARACIÓN DE PISTA; EN EL(LA) CALLE AYACUCHO ENTRE LA CALLE ALFONSO UGARTE HASTA LA AVENIDA JORGE CHÁVEZ EN LA LOCALIDAD CASTILLA, DISTRITO DE CASTILLA, PROVINCIA PIURA, DEPARTAMENTO PIURA";MUNICIPALIDAD DISTRITAL DE CASTILLA;753,149;1,670;23;;;
543;2403054;PIURA;"REPARACIÓN DE VEREDA; EN EL(LA) PASAJE  F ( ENTRE CALLE JUNIN  Y CALLE LIBERTAD) EN LA LOCALIDAD NEGRITOS, DISTRITO DE LA BREA, PROVINCIA TALARA, DEPARTAMENTO PIURA";MUNICIPALIDAD DISTRITAL DE LA BREA;834,366;36;25;;;
544;2367753;PIURA;REHABILITACION DE LA AVENIDA VICTOR ANDRES GARCIA BELAUNDE ENTRE AV. GRAU Y CALLE JOHN F KENNEDY EN DISTRITO DE PIURA PROVINCIA DE PIURA;MUNICIPALIDAD PROVINCIAL DE PIURA;1,730,739;1,725;51;;;
545;2390088;PIURA;REHABILITACION DEL TRAMO 1-308 - CALLE JUAN VELASCO DESDE TURQUIA HASTA POLONIA,  DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;564,455;1,906;17;;;
546;2399948;PIURA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 19 DE MARZO AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;MUNICIPALIDAD DISTRITAL DE LA MATANZA;556,042;78;17;;;
547;2390095;PIURA;REHABILITACION DE TRAMO 1-309 - CALLE FRANCIA DESDE CIRCUNVALACION HASTA ALAMEDA PERU,    DISTRITO VEINTISEIS DE OCTUBRE, PIURA-PIURA;MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE;512,581;1,906;16;;;
548;2399951;PIURA;RENOVACIÓN DE CALZADA ÚNICA EN EL(LA)  CALLE 8 DE DICIEMBRE AA.HH SAN FRANCISCO EN LA LOCALIDAD LA MATANZA, DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA;MUNICIPALIDAD DISTRITAL DE LA MATANZA;525,493;78;16;;;
549;2326990;PIURA;CREACION DEL SERVICIO RECREACIONAL DEL PARQUE DEL AA.HH. NUEVO PORVENIR DE LA LOCALIDAD DE BELLAVISTA DEL DISTRITO DE BELLAVISTA - PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;720,088;1,218;22;;;
550;2301582;PIURA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DEL SECTOR 2 DE VILLA SANTA ANA LA HUACA DEL, DISTRITO DE LA HUACA - PAITA - PIURA;MUNICIPALIDAD DISTRITAL DE LA HUACA;5,204,139;800;152;;;
551;2428178;PIURA;CREACION DE PARQUE RECREATIVO EN LA AV. LUIS F AGURTO, EN LA VILLA SANTA ANA LA HUACA DEL DISTRITO DE LA HUACA - PROVINCIA DE PAITA - DEPARTAMENTO DE PIURA;MUNICIPALIDAD DISTRITAL DE LA HUACA;491,564;982;15;;;
552;2331849;PIURA;MEJORAMIENTO DE LOSAS DE RECREACION MULTIUSOS DEL AA HH JOSE CARLOS MAREATEGUI BELLAVISTA, SULLANA, PIURA, DISTRITO DE BELLAVISTA - SULLANA - PIURA;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;607,206;1,608;19;;;
553;2302142;PIURA;CREACION DEL SERVICIO DEPÓRTIVO DE PRACTICA RECREATIVA EN EL JIRON PROLONGACION TRUJILLO DE LA LOCALIDAD DE CANCHAQUE - DISTRITO DE CANCHAQUE - PROVINCIA DE HUANCABAMBA - DEPARTAMENTO DE PIURA;MUNICIPALIDAD DISTRITAL DE CANCHAQUE;415,414;1,680;13;;;
554;2438961;PIURA;CREACION DEL SERVICIO DEPORTIVO DE PRACTICA RECREATIVA EN EL CENTRO POBLADO DE LOS RANCHOS DEL DISTRITO DE CANCHAQUE - PROVINCIA DE HUANCABAMBA - DEPARTAMENTO DE PIURA;MUNICIPALIDAD DISTRITAL DE CANCHAQUE;416,371;606;13;;;
555;2492369;PIURA;"CONSTRUCCION DE VEREDAS, RAMPAS, SARDINEL Y CALZADA; ADEMAS DE OTROS ACTIVOS DE LA CALLE PROGRESO CUADRA 1 y 2 DEL SECTOR PAIMAS ALTO DEL DISTRITO DE PAIMAS, PROVINCIA DE AYABACA, DEPARTAMENTO DE PIURA";MUNICIPALIDAD DISTRITAL DE PAIMAS;558,934;99;17;;;
556;2182866;PUNO;MEJORAMIENTO Y AMPLIAICON DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE POMATA , DISTRITO DE POMATA - CHUCUITO - PUNO;MUNICIPALIDAD DISTRITAL DE POMATA;5,623,909;2,120;35;;;
557;2311215;PUNO;AMPLIACION Y CREACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS URBANIZACIONES AZIRUNI III ETAPA (CIUDAD JARDÍN) Y SAN SANTIAGO DEL CENTRO POBLADO DE JAYLLIHUAYA, DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO;MUNICIPALIDAD PROVINCIAL DE PUNO;4,228,817;1,680;34;;;
558;2259436;PUNO;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO CHULLU ILUNI , DISTRITO DE PATAMBUCO - SANDIA - PUNO;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;2,351,530.21;291;47;;;
559;2335000;PUNO;AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA MICROCUENCA YANAMAYO, DISTRITO DE AZANGARO, PROVINCIA DE AZANGARO - PUNO;MUNICIPALIDAD PROVINCIAL DE AZANGARO;22,532,272.51;4,836;157;;;
560;2182598;PUNO;MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO INTEGRAL EN LOS CP ALTOS HUAYRAPATA, CC MULLUCHINI, CRUZPATA, CHUYMACOLLO, JALLIRI, KIMSA LACCAYA, POMAOCA Y TOTORANI, DISTRITO DE HUAYRAPATA - MOHO - PUNO;MUNICIPALIDAD DISTRITAL DE HUAYRAPATA;5,692,508.55;1,632;131;;;
561;2248498;PUNO;INSTALACION DE LOS SERVICIOS DE SANEAMIENTO INTEGRAL EN LA ASOCIACION DE PRODUCTORES MICROCUENCA URINSAYA PUNA ,, DISTRITO DE NUNOA - MELGAR - PUNO;MUNICIPALIDAD DISTRITAL DE NUÑOA;1,598,140.92;236;46;;;
562;2244529;PUNO;INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO PARA LA LOCALIDAD DE TERAQUECHA, DISTRITO DE CRUCERO - CARABAYA - PUNO;MUNICIPALIDAD DISTRITAL DE CRUCERO;1,236,017.67;116;43;;;
563;2275106;PUNO;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO  EN LAS PARCIALIDADES DE ALQUIPA, INCHUPALLA Y QUECAÑAMAYA, DEL CENTRO POBLADO DE SAN ISIDRO, DEL DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO;MUNICIPALIDAD PROVINCIAL EL COLLAO - ILAVE;4,560,442.21;1,208;107;;;
564;2285079;PUNO;INSTALACION SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN LAS COMUNIDADES DE TORKOPI PAMPA, LLALLAHUA, CCAPAJON Y TULANI KETEKETE, DISTRITO DE SANTIAGO DE PUPUJA - AZANGARO - PUNO;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA;7,572,590.72;1,258;105;;;
565;2301308;PUNO;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LOS OCHO SECTORES DEL CENTRO POBLADO DE UMUCHI, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO;MUNICIPALIDAD PROVINCIAL DE MOHO;7,059,979.98;1,476;132;;;
566;2310452;PUNO;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO RURAL EN EL CENTRO POBLADO DE  MACHACMARCA,  DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO;MUNICIPALIDAD PROVINCIAL DE YUNGUYO;3,961,369.14;1,065;68;;;
567;2272457;PUNO;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LA COMUNIDAD DE SANTA ELENA Y ANEXO VILUYO, DISTRITO DE NUNOA - MELGAR - PUNO;MUNICIPALIDAD DISTRITAL DE NUÑOA;1,473,223.99;165;43;;;
568;2307081;PUNO;MEJORAMIENTO E INSTALACION DEL SISTEMA DE UNIDADES BASICAS DE SANEAMIENTO EN LAS COMUNIDADES DE CENTRAL TRAPICHE Y CHIJURAYA, DISTRITO DE CHUPA - AZANGARO - PUNO;MUNICIPALIDAD DISTRITAL DE CHUPA;4,119,238.78;1,204;81;;;
569;2199142;PUNO;INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO  PAJANA SAN AGUSTIN, DISTRITO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO;MUNICIPALIDAD PROVINCIAL DE YUNGUYO;7,751,513.39;1,623;130;;;
570;2274809;PUNO;MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS DEL CENTRO POBLADO DE CARACARÁ, DISTRITO DE NICASIO- LAMPA- PUNO;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;9,201,682.34;468;128;;;
571;2202941;PUNO;INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION DE EXCRETAS DEL CENTRO POBLADO DE TUPAC AMARU II, DISTRITO DE SAN JOSE - AZANGARO - PUNO;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;7,181,730.26;345;130;;;
572;2336732;PUNO;CREACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN EL SECTOR TRIUNFO SANTA MARIA DE LA COMUNIDAD DE HUANACOMAYO DEL, DISTRITO DE SAN ANTON - AZANGARO - PUNO;MUNICIPALIDAD DISTRITAL DE SAN ANTON;2,076,518;360;61;;;
573;2309761;PUNO;MEJORAMIENTO DE LOS SERVICIOS  DE AGUA POTABLE Y TRATAMIENTO DE  EXCRETAS EN LA  COMUNIDAD  DE COLLANA SEGUNDA Y  COLLANA CHILLORA, DISTRITO DE CARACOTO - SAN ROMAN - PUNO;MUNICIPALIDAD DISTRITAL DE CARACOTO;4,679,799;1,062;111;;;
574;2320240;PUNO;CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN LA COMUNIDAD DE UMPUCO, DISTRITO DE PALCA - LAMPA - PUNO;MUNICIPALIDAD DISTRITAL DE PALCA;2,619,137;610;52;;;
575;2309742;PUNO;MEJORAMIENTO DE LOS SERVICIOS  DE AGUA POTABLE Y TRATAMIENTO DE  EXCRETAS EN LA PARCIALIDAD  CENTRAL  ACCOPATA, DISTRITO DE CARACOTO - SAN ROMAN - PUNO;MUNICIPALIDAD DISTRITAL DE CARACOTO;3,419,423;630;73;;;
576;2478116;PUNO;CREACION DE LOSA DE RECREACIÓN MULTIUSO EN LA CENTRO POBLADO DE CHOCCO  DISTRITO DE CHUPA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE CHUPA;644,245;600;20;;;
577;2457726;PUNO;CREACION DE LA PLAZA DE RECREACIÓN PASIVA DEL BARRIO HUAYNA CAPAC DEL CENTRO POBLADO CARLOS GUTIERREZ ALZAMORA DEL DISTRITO DE POTONI - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE POTONI;1,164,707;1,818;35;;;
578;2441625;PUNO;"CONSTRUCCIÓN DE VIAS DE ACCESO; EN EL(LA) VEHICULAR Y PEATONAL EN CUADRA 1 DE LOS JIRONES: LIMA, TITICACA, 28 DE JULIO Y RICARDO PALMA DEL CENTRO POBLADO TACAPISI CHALLAPAMPA  DISTRITO DE COPANI, PROVINCIA YUNGUYO, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE COPANI;664,553;592;20;;;
579;2247358;PUNO;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VIAS URBANAS EN LA URBANIZACION TUPAC AMARU, DISTRITO DE AYAVIRI, PROVINCIA DE MELGAR - PUNO;MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI;1,891,129;425;55;;;
580;2432043;PUNO;CREACION DE LA LOSA DE RECREACIÓN MULTIUSO EN LA LOCALIDAD DE VILAVILA DEL DISTRITO DE VILAVILA - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE VILAVILA;704,993;1,146;22;;;
581;2437594;PUNO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE PISTAS Y VEREDAS EN LA LOCALIDAD DE ATUNCOLLA DEL DISTRITO DE ATUNCOLLA - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE ATUNCOLLA;4,103,508;4,574;120;;;
582;2442459;PUNO;CREACION DE LOSA DE RECREACION MULTIUSO EN EL BARRIO VISTA ALEGRE, DISTRITO DE MAÑAZO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE MAÑAZO;544,140;470;17;;;
583;2451954;PUNO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS JIRONES Y CALLES DE LA LOCALIDAD DE VILQUE DEL DISTRITO DE VILQUE - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE VILQUE;3,548,427;1,245;104;;;
584;2469873;PUNO;CREACION DEL PARQUE RECREACIONAL EN LA URBANIZACION TUPAC AMARU DE LA LOCALIDAD DE AYAVIRI DEL DISTRITO DE AYAVIRI - PROVINCIA DE MELGAR - DEPARTAMENTO DE PUNO;MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI;320,248;484;11;;;
585;2306799;PUNO;CREACION DE LOSA DE RECREACIÓN MULTIUSOS EN EL BARRIO SAN JUAN DE LA LOCALIDAD DE CABANILLA, DISTRITO DE CABANILLA - LAMPA - PUNO;MUNICIPALIDAD DISTRITAL DE CABANILLA;445,776;899;14;;;
586;2491384;PUNO;"CONSTRUCCION DE PAVIMENTO Y VEREDA; EN EL(LA) VÍAS URBANAS EN LA LOCALIDAD ISIVILLA, DISTRITO DE CORANI, PROVINCIA CARABAYA, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE CORANI;720,034;430;22;;;
587;2492083;PUNO;"CONSTRUCCION DE PAVIMENTO Y VEREDA; RENOVACION DE AREA VERDE; EN EL(LA) VÍAS URBANAS EN LA LOCALIDAD AYMAÑA, DISTRITO DE CORANI, PROVINCIA CARABAYA, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE CORANI;891,410;222;26;;;
588;2492094;PUNO;"CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y PAVIMENTO; ADEMÁS DE OTROS ACTIVOS EN EL(LA) JIRON LIMA EN LA LOCALIDAD HUATA, DISTRITO DE HUATA, PROVINCIA PUNO, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE HUATA;833,318;88;25;;;
589;2491543;PUNO;"REPARACION DE VEREDA, CALZADA, SARDINEL Y AREA VERDE; ADEMÁS DE OTROS ACTIVOS EN EL(LA) AV. SAN MIGUEL, JR. LOS PINOS, AV. CIRCUNVALACIÓN Y VÍAS CONEXAS EN LA LOCALIDAD OLLARAYA DISTRITO DE OLLARAYA, PROVINCIA YUNGUYO, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE OLLARAYA;1,240,813;120;37;;;
590;2492029;PUNO;"CONSTRUCCION DE PISTA, MURO DE CONTENCION, CUNETA Y VEREDA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) PROLONGACION DEL JR. LIMA EN LA LOCALIDAD PUSI, DISTRITO DE PUSI, PROVINCIA HUANCANE, DEPARTAMENTO PUNO";MUNICIPALIDAD DISTRITAL DE PUSI;589,257;118;18;;;
591;2492045;PUNO;"CONSTRUCCION DE VEREDA, RAMPA, LETREROS ILUMINADOS DE SEÑALIZACIÓN VERTICAL Y BADEN; ADEMÁS DE OTROS ACTIVOS EN EL(LA) EN EL JIRON 2 DE MAYO EN LA LOCALIDAD AYAVIRI, DISTRITO DE AYAVIRI, PROVINCIA MELGAR, DEPARTAMENTO PUNO";MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI;1,079,903;262;32;;;
592;2492042;PUNO;"CONSTRUCCION DE VEREDA, RAMPA, LETREROS ILUMINADOS DE SEÑALIZACIÓN VERTICAL Y BADEN; ADEMÁS DE OTROS ACTIVOS EN EL(LA) JIRON ATAHUALPA EN LA LOCALIDAD AYAVIRI, DISTRITO DE AYAVIRI, PROVINCIA MELGAR, DEPARTAMENTO PUNO";MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI;666,000;264;20;;;
593;2491740;PUNO;"RENOVACION DE CALZADA, VEREDA, CUNETA Y SARDINEL; EN EL(LA) CALLE AREQUIPA (CUADRA 03, 04 Y 05) Y CALLE GRAU (CUADRA 03, 04 Y 05) EN LA LOCALIDAD MOHO, DISTRITO DE MOHO, PROVINCIA MOHO, DEPARTAMENTO PUNO";MUNICIPALIDAD PROVINCIAL DE MOHO;749,633;104;23;;;
594;2491883;PUNO;"RENOVACION DE CALZADA, VEREDA, CUNETA Y SARDINEL; EN EL(LA) CALLE LIMA (CUADRA 07) Y CALLE COMERCIO (CUADRA 05 Y 07) EN LA LOCALIDAD MOHO, DISTRITO DE MOHO, PROVINCIA MOHO, DEPARTAMENTO PUNO";MUNICIPALIDAD PROVINCIAL DE MOHO;785,979;185;23;;;
595;2424831;PUNO;CREACION DEL PARQUE INFANTIL MIRAFLORES DEL BARRIO MIRAFLORES DE LA LOCALIDAD DE ARAPA,  DISTRITO DE ARAPA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;MUNICIPALIDAD DISTRITAL DE ARAPA;247,826;182;8;;;
